"Date","Time","Julian","Precip","Pyranometer","PAR","Temp","RH","Wind","WindDir",P,"DateTime"
"01-Jan-2009","00:15",1,0.0,0.0,0.0,-14.23,54.07,4.731,300.4,1008,"2009-01-01T00:15:00"
"01-Jan-2009","00:30",1,0.0,0.0,0.0,-14.28,54.01,4.482,299.9,1008,"2009-01-01T00:30:00"
"01-Jan-2009","00:45",1,0.0,0.0,0.0,-14.39,53.44,4.016,301.6,1008,"2009-01-01T00:45:00"
"01-Jan-2009","01:00",1,0.0,0.0,0.0,-14.46,53.3,4.235,302.1,1008,"2009-01-01T01:00:00"
"01-Jan-2009","01:15",1,0.0,0.0,0.0,-14.52,52.96,4.707,310.7,1008,"2009-01-01T01:15:00"
"01-Jan-2009","01:30",1,0.0,0.0,0.0,-14.6,52.72,4.348,297.3,1009,"2009-01-01T01:30:00"
"01-Jan-2009","01:45",1,0.0,0.0,0.0,-14.68,52.35,4.554,300.5,1009,"2009-01-01T01:45:00"
"01-Jan-2009","02:00",1,0.0,0.0,0.0,-14.76,51.79,4.168,309.2,1009,"2009-01-01T02:00:00"
"01-Jan-2009","02:15",1,0.0,0.0,0.0,-14.84,51.43,4.736,307.6,1010,"2009-01-01T02:15:00"
"01-Jan-2009","02:30",1,0.0,0.0,0.0,-14.89,50.61,4.744,309.9,1010,"2009-01-01T02:30:00"
"01-Jan-2009","02:45",1,0.0,0.0,0.0,-14.98,50.6,4.088,302.9,1010,"2009-01-01T02:45:00"
"01-Jan-2009","03:00",1,0.0,0.0,0.0,-15.07,50.43,4.711,301.2,1010,"2009-01-01T03:00:00"
"01-Jan-2009","03:15",1,0.0,0.0,0.0,-15.14,50.13,4.415,300.0,1010,"2009-01-01T03:15:00"
"01-Jan-2009","03:30",1,0.0,0.0,0.0,-15.28,50.33,4.094,307.3,1011,"2009-01-01T03:30:00"
"01-Jan-2009","03:45",1,0.0,0.0,0.0,-15.36,49.73,5.043,313.4,1011,"2009-01-01T03:45:00"
"01-Jan-2009","04:00",1,0.0,0.0,0.0,-15.48,49.37,4.829,303.2,1011,"2009-01-01T04:00:00"
"01-Jan-2009","04:15",1,0.0,0.0,0.0,-15.55,49.58,3.765,302.9,1012,"2009-01-01T04:15:00"
"01-Jan-2009","04:30",1,0.0,0.0,0.0,-15.62,49.02,4.756,294.0,1012,"2009-01-01T04:30:00"
"01-Jan-2009","04:45",1,0.0,0.0,0.0,-15.76,49.59,3.487,297.3,1012,"2009-01-01T04:45:00"
"01-Jan-2009","05:00",1,0.0,0.0,0.0,-15.84,49.44,4.089,301.6,1012,"2009-01-01T05:00:00"
"01-Jan-2009","05:15",1,0.0,0.0,0.0,-15.96,49.58,4.271,303.4,1013,"2009-01-01T05:15:00"
"01-Jan-2009","05:30",1,0.0,0.0,0.0,-15.96,49.22,4.168,302.9,1013,"2009-01-01T05:30:00"
"01-Jan-2009","05:45",1,0.0,0.0,0.0,-16.07,49.52,3.722,293.3,1013,"2009-01-01T05:45:00"
"01-Jan-2009","06:00",1,0.0,0.0,0.0,-16.12,49.75,4.16,301.7,1014,"2009-01-01T06:00:00"
"01-Jan-2009","06:15",1,0.0,0.0,0.0,-16.12,50.06,4.443,297.7,1014,"2009-01-01T06:15:00"
"01-Jan-2009","06:30",1,0.0,0.0,0.0,-16.16,50.71,4.816,298.7,1014,"2009-01-01T06:30:00"
"01-Jan-2009","06:45",1,0.0,0.0,0.0,-16.09,50.89,5.432,304.3,1014,"2009-01-01T06:45:00"
"01-Jan-2009","07:00",1,0.0,0.0,0.357,-16.02,51.1,4.845,297.8,1014,"2009-01-01T07:00:00"
"01-Jan-2009","07:15",1,0.0,0.003,5.162,-15.9,50.97,5.504,307.9,1014,"2009-01-01T07:15:00"
"01-Jan-2009","07:30",1,0.0,0.009,18.89,-15.82,50.73,5.097,305.7,1014,"2009-01-01T07:30:00"
"01-Jan-2009","07:45",1,0.0,0.017,40.61,-15.75,50.59,5.126,297.0,1015,"2009-01-01T07:45:00"
"01-Jan-2009","08:00",1,0.0,0.06,86.2,-15.54,50.37,4.119,298.8,1015,"2009-01-01T08:00:00"
"01-Jan-2009","08:15",1,0.0,0.116,153.8,-15.14,49.07,4.553,304.0,1015,"2009-01-01T08:15:00"
"01-Jan-2009","08:30",1,0.0,0.152,212.9,-14.82,48.15,4.391,294.7,1015,"2009-01-01T08:30:00"
"01-Jan-2009","08:45",1,0.0,0.187,272.0,-14.58,47.52,4.899,303.4,1016,"2009-01-01T08:45:00"
"01-Jan-2009","09:00",1,0.0,0.221,332.5,-14.35,46.65,4.992,303.8,1016,"2009-01-01T09:00:00"
"01-Jan-2009","09:15",1,0.0,0.253,390.2,-14.18,46.57,5.319,301.0,1016,"2009-01-01T09:15:00"
"01-Jan-2009","09:30",1,0.0,0.284,446.7,-13.85,45.56,4.876,295.9,1017,"2009-01-01T09:30:00"
"01-Jan-2009","09:45",1,0.254,0.313,500.1,-13.65,44.82,5.255,310.5,1017,"2009-01-01T09:45:00"
"01-Jan-2009","10:00",1,0.0,0.339,547.6,-13.44,44.12,5.081,300.0,1017,"2009-01-01T10:00:00"
"01-Jan-2009","10:15",1,0.0,0.36,587.6,-12.95,42.89,3.848,308.4,1017,"2009-01-01T10:15:00"
"01-Jan-2009","10:30",1,0.0,0.381,627.9,-12.8,42.56,4.959,291.3,1017,"2009-01-01T10:30:00"
"01-Jan-2009","10:45",1,0.254,0.397,658.7,-12.43,41.46,4.507,307.9,1017,"2009-01-01T10:45:00"
"01-Jan-2009","11:00",1,0.0,0.413,688.5,-12.01,41.44,4.722,305.4,1016,"2009-01-01T11:00:00"
"01-Jan-2009","11:15",1,0.254,0.423,709.0,-11.8,41.23,5.062,300.7,1016,"2009-01-01T11:15:00"
"01-Jan-2009","11:30",1,0.0,0.43,722.0,-11.48,40.48,4.755,296.1,1016,"2009-01-01T11:30:00"
"01-Jan-2009","11:45",1,0.254,0.435,732.0,-11.17,40.21,4.684,307.2,1016,"2009-01-01T11:45:00"
"01-Jan-2009","12:00",1,0.0,0.435,732.0,-10.95,40.08,5.402,307.4,1016,"2009-01-01T12:00:00"
"01-Jan-2009","12:15",1,0.254,0.431,726.0,-10.74,39.92,5.105,299.7,1016,"2009-01-01T12:15:00"
"01-Jan-2009","12:30",1,0.0,0.423,712.0,-10.57,40.09,4.721,297.2,1016,"2009-01-01T12:30:00"
"01-Jan-2009","12:45",1,0.0,0.413,694.8,-10.46,40.22,4.873,292.6,1016,"2009-01-01T12:45:00"
"01-Jan-2009","13:00",1,0.0,0.4,670.6,-10.21,39.98,4.274,290.6,1016,"2009-01-01T13:00:00"
"01-Jan-2009","13:15",1,0.254,0.383,640.1,-10.18,39.64,4.917,293.3,1016,"2009-01-01T13:15:00"
"01-Jan-2009","13:30",1,0.0,0.364,606.4,-10.09,39.51,4.555,298.2,1016,"2009-01-01T13:30:00"
"01-Jan-2009","13:45",1,0.0,0.341,564.1,-10.02,39.24,5.153,294.7,1016,"2009-01-01T13:45:00"
"01-Jan-2009","14:00",1,0.254,0.316,517.7,-9.82,38.62,5.304,292.5,1016,"2009-01-01T14:00:00"
"01-Jan-2009","14:15",1,0.0,0.287,465.5,-9.61,37.68,5.349,292.5,1016,"2009-01-01T14:15:00"
"01-Jan-2009","14:30",1,0.0,0.254,406.8,-9.44,35.78,5.147,304.7,1016,"2009-01-01T14:30:00"
"01-Jan-2009","14:45",1,0.0,0.231,360.3,-9.2,35.48,3.459,306.8,1017,"2009-01-01T14:45:00"
"01-Jan-2009","15:00",1,0.0,0.196,300.9,-8.88,35.14,2.801,291.2,1017,"2009-01-01T15:00:00"
"01-Jan-2009","15:15",1,0.0,0.157,233.7,-9.05,35.48,3.2,283.2,1017,"2009-01-01T15:15:00"
"01-Jan-2009","15:30",1,0.0,0.116,168.6,-9.09,36.53,3.373,288.2,1017,"2009-01-01T15:30:00"
"01-Jan-2009","15:45",1,0.0,0.044,84.9,-9.3,36.81,3.499,294.0,1017,"2009-01-01T15:45:00"
"01-Jan-2009","16:00",1,0.0,0.018,47.55,-9.37,36.15,3.385,296.4,1018,"2009-01-01T16:00:00"
"01-Jan-2009","16:15",1,0.0,0.011,25.78,-9.5,36.11,3.177,289.6,1018,"2009-01-01T16:15:00"
"01-Jan-2009","16:30",1,0.0,0.004,8.93,-9.53,35.06,3.624,304.3,1018,"2009-01-01T16:30:00"
"01-Jan-2009","16:45",1,0.0,0.001,1.148,-9.51,34.18,3.501,290.3,1018,"2009-01-01T16:45:00"
"01-Jan-2009","17:00",1,0.0,0.0,0.0,-9.41,33.6,3.133,281.8,1018,"2009-01-01T17:00:00"
"01-Jan-2009","17:15",1,0.0,0.0,0.0,-9.31,33.15,3.451,296.9,1019,"2009-01-01T17:15:00"
"01-Jan-2009","17:30",1,0.0,0.0,0.0,-9.27,33.3,3.482,290.6,1018,"2009-01-01T17:30:00"
"01-Jan-2009","17:45",1,0.0,0.0,0.0,-9.25,33.01,3.28,275.9,1018,"2009-01-01T17:45:00"
"01-Jan-2009","18:00",1,0.0,0.0,0.0,-9.28,32.85,3.161,289.9,1019,"2009-01-01T18:00:00"
"01-Jan-2009","18:15",1,0.0,0.0,0.0,-9.58,35.1,2.133,267.6,1019,"2009-01-01T18:15:00"
"01-Jan-2009","18:30",1,0.0,0.0,0.0,-9.95,38.14,1.919,270.9,1019,"2009-01-01T18:30:00"
"01-Jan-2009","18:45",1,0.0,0.0,0.0,-10.13,39.33,1.539,264.1,1020,"2009-01-01T18:45:00"
"01-Jan-2009","19:00",1,0.0,0.0,0.0,-10.07,38.71,2.659,270.1,1020,"2009-01-01T19:00:00"
"01-Jan-2009","19:15",1,0.0,0.0,0.0,-10.15,39.36,2.354,290.5,1020,"2009-01-01T19:15:00"
"01-Jan-2009","19:30",1,0.0,0.0,0.0,-10.1,38.87,2.508,286.5,1020,"2009-01-01T19:30:00"
"01-Jan-2009","19:45",1,0.0,0.0,0.0,-10.12,38.63,2.066,295.1,1020,"2009-01-01T19:45:00"
"01-Jan-2009","20:00",1,0.0,0.0,0.0,-10.23,38.71,2.251,294.1,1020,"2009-01-01T20:00:00"
"01-Jan-2009","20:15",1,0.0,0.0,0.0,-10.24,38.63,2.851,293.3,1020,"2009-01-01T20:15:00"
"01-Jan-2009","20:30",1,0.0,0.0,0.0,-10.23,38.82,2.781,299.1,1020,"2009-01-01T20:30:00"
"01-Jan-2009","20:45",1,0.0,0.0,0.0,-10.32,38.98,2.147,288.7,1020,"2009-01-01T20:45:00"
"01-Jan-2009","21:00",1,0.0,0.0,0.0,-10.46,39.94,1.755,265.2,1020,"2009-01-01T21:00:00"
"01-Jan-2009","21:15",1,0.0,0.0,0.0,-10.52,40.81,2.016,275.8,1020,"2009-01-01T21:15:00"
"01-Jan-2009","21:30",1,0.0,0.0,0.0,-10.5,40.81,2.544,284.9,1020,"2009-01-01T21:30:00"
"01-Jan-2009","21:45",1,0.0,0.0,0.0,-10.49,41.14,2.184,272.3,1020,"2009-01-01T21:45:00"
"01-Jan-2009","22:00",1,0.0,0.0,0.0,-10.55,41.95,2.167,275.9,1020,"2009-01-01T22:00:00"
"01-Jan-2009","22:15",1,0.0,0.0,0.0,-10.66,43.08,1.905,270.2,1020,"2009-01-01T22:15:00"
"01-Jan-2009","22:30",1,0.0,0.0,0.0,-10.86,44.44,2.062,275.2,1020,"2009-01-01T22:30:00"
"01-Jan-2009","22:45",1,0.0,0.0,0.0,-10.91,44.81,2.251,289.4,1020,"2009-01-01T22:45:00"
"01-Jan-2009","23:00",1,0.0,0.0,0.0,-10.96,44.95,2.008,274.5,1019,"2009-01-01T23:00:00"
"01-Jan-2009","23:15",1,0.0,0.0,0.0,-11.11,45.69,1.658,283.3,1019,"2009-01-01T23:15:00"
"01-Jan-2009","23:30",1,0.0,0.0,0.0,-11.09,45.38,1.867,276.2,1019,"2009-01-01T23:30:00"
"01-Jan-2009","23:45",1,0.0,0.0,0.0,-10.9,43.73,2.457,288.2,1019,"2009-01-01T23:45:00"
"01-Jan-2009","00:00",1,0.0,0.0,0.0,-10.81,42.85,2.841,294.6,1019,"2009-01-01T00:00:00"
"02-Jan-2009","00:15",2,0.0,0.0,0.0,-10.78,42.5,2.387,278.0,1019,"2009-01-02T00:15:00"
"02-Jan-2009","00:30",2,0.0,0.0,0.0,-10.7,42.08,2.728,293.8,1019,"2009-01-02T00:30:00"
"02-Jan-2009","00:45",2,0.0,0.0,0.0,-10.66,41.95,2.508,292.9,1019,"2009-01-02T00:45:00"
"02-Jan-2009","01:00",2,0.0,0.0,0.0,-10.66,41.85,2.675,294.8,1019,"2009-01-02T01:00:00"
"02-Jan-2009","01:15",2,0.0,0.0,0.0,-10.64,41.87,2.529,292.9,1019,"2009-01-02T01:15:00"
"02-Jan-2009","01:30",2,0.0,0.0,0.0,-10.56,41.7,2.614,304.0,1019,"2009-01-02T01:30:00"
"02-Jan-2009","01:45",2,0.0,0.0,0.0,-10.62,42.07,2.666,304.3,1019,"2009-01-02T01:45:00"
"02-Jan-2009","02:00",2,0.0,0.0,0.0,-10.79,42.89,2.152,291.9,1019,"2009-01-02T02:00:00"
"02-Jan-2009","02:15",2,0.0,0.0,0.0,-10.94,43.28,1.855,287.6,1018,"2009-01-02T02:15:00"
"02-Jan-2009","02:30",2,0.0,0.0,0.0,-11.07,43.93,1.14,262.0,1018,"2009-01-02T02:30:00"
"02-Jan-2009","02:45",2,0.0,0.0,0.0,-11.06,44.29,1.019,268.3,1018,"2009-01-02T02:45:00"
"02-Jan-2009","03:00",2,0.0,0.0,0.0,-11.21,45.68,0.787,271.0,1018,"2009-01-02T03:00:00"
"02-Jan-2009","03:15",2,0.0,0.0,0.0,-11.23,46.43,0.728,275.4,1018,"2009-01-02T03:15:00"
"02-Jan-2009","03:30",2,0.0,0.0,0.0,-11.15,46.19,1.155,279.5,1018,"2009-01-02T03:30:00"
"02-Jan-2009","03:45",2,0.0,0.0,0.0,-11.05,45.91,1.648,293.1,1018,"2009-01-02T03:45:00"
"02-Jan-2009","04:00",2,0.0,0.0,0.0,-10.85,45.61,1.757,276.4,1018,"2009-01-02T04:00:00"
"02-Jan-2009","04:15",2,0.0,0.0,0.0,-10.93,46.61,1.377,259.5,1018,"2009-01-02T04:15:00"
"02-Jan-2009","04:30",2,0.0,0.0,0.0,-10.92,46.91,1.506,259.0,1018,"2009-01-02T04:30:00"
"02-Jan-2009","04:45",2,0.0,0.0,0.0,-11.11,48.51,0.874,258.6,1017,"2009-01-02T04:45:00"
"02-Jan-2009","05:00",2,0.0,0.0,0.0,-11.38,49.28,0.397,260.2,1017,"2009-01-02T05:00:00"
"02-Jan-2009","05:15",2,0.0,0.0,0.0,-11.57,49.68,0.753,269.6,1017,"2009-01-02T05:15:00"
"02-Jan-2009","05:30",2,0.0,0.0,0.0,-11.65,49.84,1.228,257.9,1017,"2009-01-02T05:30:00"
"02-Jan-2009","05:45",2,0.0,0.0,0.0,-11.7,50.05,1.169,249.2,1017,"2009-01-02T05:45:00"
"02-Jan-2009","06:00",2,0.0,0.0,0.0,-11.84,50.92,0.287,240.6,1017,"2009-01-02T06:00:00"
"02-Jan-2009","06:15",2,0.0,0.0,0.0,-11.9,51.33,0.267,217.0,1017,"2009-01-02T06:15:00"
"02-Jan-2009","06:30",2,0.0,0.0,0.0,-11.88,51.24,0.006,229.5,1017,"2009-01-02T06:30:00"
"02-Jan-2009","06:45",2,0.0,0.0,0.0,-12.09,53.47,0.0,194.8,1017,"2009-01-02T06:45:00"
"02-Jan-2009","07:00",2,0.0,0.0,0.276,-12.4,56.61,0.0,196.7,1017,"2009-01-02T07:00:00"
"02-Jan-2009","07:15",2,0.0,0.003,4.395,-12.77,60.36,0.039,191.4,1016,"2009-01-02T07:15:00"
"02-Jan-2009","07:30",2,0.0,0.01,15.92,-12.54,59.47,0.307,201.2,1016,"2009-01-02T07:30:00"
"02-Jan-2009","07:45",2,0.0,0.019,31.15,-12.11,55.71,0.534,243.5,1017,"2009-01-02T07:45:00"
"02-Jan-2009","08:00",2,0.0,0.027,48.96,-11.73,53.81,0.738,220.4,1017,"2009-01-02T08:00:00"
"02-Jan-2009","08:15",2,0.0,0.041,78.5,-11.5,52.37,0.427,188.8,1016,"2009-01-02T08:15:00"
"02-Jan-2009","08:30",2,0.0,0.059,113.9,-11.2,51.67,0.0,177.7,1016,"2009-01-02T08:30:00"
"02-Jan-2009","08:45",2,0.0,0.071,139.3,-10.8,51.64,0.04,146.3,1016,"2009-01-02T08:45:00"
"02-Jan-2009","09:00",2,0.0,0.09,173.6,-10.32,51.02,0.489,215.1,1015,"2009-01-02T09:00:00"
"02-Jan-2009","09:15",2,0.0,0.096,186.4,-10.08,51.23,1.212,232.2,1015,"2009-01-02T09:15:00"
"02-Jan-2009","09:30",2,0.0,0.108,210.3,-9.75,51.31,1.236,233.3,1015,"2009-01-02T09:30:00"
"02-Jan-2009","09:45",2,0.0,0.118,231.0,-8.95,49.85,0.831,221.7,1015,"2009-01-02T09:45:00"
"02-Jan-2009","10:00",2,0.0,0.105,206.8,-8.09,46.9,0.949,199.9,1014,"2009-01-02T10:00:00"
"02-Jan-2009","10:15",2,0.0,0.132,255.9,-7.58,44.99,1.427,228.3,1014,"2009-01-02T10:15:00"
"02-Jan-2009","10:30",2,0.0,0.131,253.7,-7.03,44.16,1.02,235.5,1014,"2009-01-02T10:30:00"
"02-Jan-2009","10:45",2,0.0,0.122,240.7,-6.519,43.17,0.954,234.7,1013,"2009-01-02T10:45:00"
"02-Jan-2009","11:00",2,0.0,0.117,232.9,-5.978,43.31,1.098,243.1,1013,"2009-01-02T11:00:00"
"02-Jan-2009","11:15",2,0.0,0.17,331.5,-5.414,43.03,1.321,224.8,1012,"2009-01-02T11:15:00"
"02-Jan-2009","11:30",2,0.0,0.215,417.4,-4.991,43.75,2.105,220.1,1012,"2009-01-02T11:30:00"
"02-Jan-2009","11:45",2,0.0,0.24,452.1,-4.35,43.52,1.452,206.4,1011,"2009-01-02T11:45:00"
"02-Jan-2009","12:00",2,0.0,0.171,339.0,-3.945,45.05,1.445,225.1,1011,"2009-01-02T12:00:00"
"02-Jan-2009","12:15",2,0.0,0.149,301.3,-3.816,46.93,1.746,228.3,1010,"2009-01-02T12:15:00"
"02-Jan-2009","12:30",2,0.0,0.177,351.8,-3.541,47.93,1.912,221.2,1010,"2009-01-02T12:30:00"
"02-Jan-2009","12:45",2,0.0,0.219,419.5,-3.029,48.7,2.035,229.7,1009,"2009-01-02T12:45:00"
"02-Jan-2009","13:00",2,0.0,0.2,382.9,-2.666,50.6,1.804,232.1,1009,"2009-01-02T13:00:00"
"02-Jan-2009","13:15",2,0.0,0.149,292.7,-2.459,51.98,1.979,231.4,1009,"2009-01-02T13:15:00"
"02-Jan-2009","13:30",2,0.0,0.117,230.7,-2.25,53.43,1.863,229.9,1008,"2009-01-02T13:30:00"
"02-Jan-2009","13:45",2,0.0,0.141,275.7,-1.806,54.5,1.774,225.0,1008,"2009-01-02T13:45:00"
"02-Jan-2009","14:00",2,0.0,0.138,266.8,-1.419,54.71,2.121,227.2,1007,"2009-01-02T14:00:00"
"02-Jan-2009","14:15",2,0.0,0.152,285.5,-1.103,54.86,2.206,229.7,1007,"2009-01-02T14:15:00"
"02-Jan-2009","14:30",2,0.0,0.13,245.4,-0.903,55.62,2.44,238.5,1007,"2009-01-02T14:30:00"
"02-Jan-2009","14:45",2,0.0,0.105,198.9,-0.791,56.46,2.028,243.9,1007,"2009-01-02T14:45:00"
"02-Jan-2009","15:00",2,0.0,0.088,165.6,-0.722,56.87,2.081,236.4,1007,"2009-01-02T15:00:00"
"02-Jan-2009","15:15",2,0.0,0.073,135.3,-0.692,57.5,1.838,234.0,1006,"2009-01-02T15:15:00"
"02-Jan-2009","15:30",2,0.0,0.044,82.5,-0.716,58.6,2.055,239.6,1006,"2009-01-02T15:30:00"
"02-Jan-2009","15:45",2,0.0,0.033,60.67,-0.745,59.88,1.19,245.4,1006,"2009-01-02T15:45:00"
"02-Jan-2009","16:00",2,0.0,0.021,38.15,-0.844,61.03,1.15,243.2,1006,"2009-01-02T16:00:00"
"02-Jan-2009","16:15",2,0.0,0.01,17.36,-0.951,62.66,1.264,241.9,1006,"2009-01-02T16:15:00"
"02-Jan-2009","16:30",2,0.0,0.002,4.979,-0.97,65.19,1.352,249.3,1006,"2009-01-02T16:30:00"
"02-Jan-2009","16:45",2,0.0,0.0,0.636,-1.007,67.11,1.072,243.0,1006,"2009-01-02T16:45:00"
"02-Jan-2009","17:00",2,0.0,0.0,0.0,-1.108,69.03,1.255,249.1,1006,"2009-01-02T17:00:00"
"02-Jan-2009","17:15",2,0.0,0.0,0.0,-1.202,70.3,1.267,251.9,1006,"2009-01-02T17:15:00"
"02-Jan-2009","17:30",2,0.0,0.0,0.0,-1.251,70.6,1.538,239.1,1006,"2009-01-02T17:30:00"
"02-Jan-2009","17:45",2,0.0,0.0,0.0,-1.22,70.4,1.59,241.3,1005,"2009-01-02T17:45:00"
"02-Jan-2009","18:00",2,0.0,0.0,0.0,-1.415,70.8,1.131,237.7,1005,"2009-01-02T18:00:00"
"02-Jan-2009","18:15",2,0.0,0.0,0.0,-1.719,71.9,0.933,235.3,1005,"2009-01-02T18:15:00"
"02-Jan-2009","18:30",2,0.0,0.0,0.0,-1.895,72.8,0.999,240.8,1005,"2009-01-02T18:30:00"
"02-Jan-2009","18:45",2,0.0,0.0,0.0,-1.971,73.4,1.022,234.2,1005,"2009-01-02T18:45:00"
"02-Jan-2009","19:00",2,0.0,0.0,0.0,-2.049,73.9,1.363,246.5,1005,"2009-01-02T19:00:00"
"02-Jan-2009","19:15",2,0.0,0.0,0.0,-2.144,74.3,0.789,252.6,1005,"2009-01-02T19:15:00"
"02-Jan-2009","19:30",2,0.0,0.0,0.0,-2.315,75.1,1.094,235.2,1005,"2009-01-02T19:30:00"
"02-Jan-2009","19:45",2,0.0,0.0,0.0,-2.385,75.6,1.346,245.8,1005,"2009-01-02T19:45:00"
"02-Jan-2009","20:00",2,0.0,0.0,0.0,-2.387,75.6,1.659,250.5,1005,"2009-01-02T20:00:00"
"02-Jan-2009","20:15",2,0.0,0.0,0.0,-2.496,76.1,1.417,251.4,1005,"2009-01-02T20:15:00"
"02-Jan-2009","20:30",2,0.0,0.0,0.0,-2.667,76.8,1.114,249.0,1005,"2009-01-02T20:30:00"
"02-Jan-2009","20:45",2,0.0,0.0,0.0,-2.823,77.4,1.571,242.6,1005,"2009-01-02T20:45:00"
"02-Jan-2009","21:00",2,0.0,0.0,0.0,-2.94,77.9,1.189,250.1,1005,"2009-01-02T21:00:00"
"02-Jan-2009","21:15",2,0.0,0.0,0.0,-3.031,78.2,1.049,251.7,1005,"2009-01-02T21:15:00"
"02-Jan-2009","21:30",2,0.0,0.0,0.0,-3.172,78.8,0.869,259.8,1005,"2009-01-02T21:30:00"
"02-Jan-2009","21:45",2,0.0,0.0,0.0,-3.381,79.6,0.918,239.1,1005,"2009-01-02T21:45:00"
"02-Jan-2009","22:00",2,0.0,0.0,0.0,-3.511,80.2,0.839,255.0,1005,"2009-01-02T22:00:00"
"02-Jan-2009","22:15",2,0.0,0.0,0.0,-3.716,80.9,0.721,254.3,1005,"2009-01-02T22:15:00"
"02-Jan-2009","22:30",2,0.0,0.0,0.0,-3.97,81.4,0.403,246.9,1005,"2009-01-02T22:30:00"
"02-Jan-2009","22:45",2,0.0,0.0,0.0,-4.292,82.8,0.444,233.5,1005,"2009-01-02T22:45:00"
"02-Jan-2009","23:00",2,0.0,0.0,0.0,-4.618,83.4,0.0,265.1,1005,"2009-01-02T23:00:00"
"02-Jan-2009","23:15",2,0.0,0.0,0.0,-5.505,85.2,0.0,272.9,1005,"2009-01-02T23:15:00"
"02-Jan-2009","23:30",2,0.0,0.0,0.0,-5.959,88.3,0.0,249.3,1004,"2009-01-02T23:30:00"
"02-Jan-2009","23:45",2,0.0,0.0,0.0,-5.759,89.7,0.0,265.6,1004,"2009-01-02T23:45:00"
"02-Jan-2009","00:00",2,0.0,0.0,0.0,-6.077,89.0,0.0,236.2,1004,"2009-01-02T00:00:00"
"03-Jan-2009","00:15",3,0.0,0.0,0.0,-6.822,89.8,0.0,277.2,1004,"2009-01-03T00:15:00"
"03-Jan-2009","00:30",3,0.0,0.0,0.0,-7.15,91.8,0.0,288.8,1004,"2009-01-03T00:30:00"
"03-Jan-2009","00:45",3,0.0,0.0,0.0,-7.3,92.5,0.0,259.6,1004,"2009-01-03T00:45:00"
"03-Jan-2009","01:00",3,0.0,0.0,0.0,-7.11,93.4,0.033,299.3,1004,"2009-01-03T01:00:00"
"03-Jan-2009","01:15",3,0.0,0.0,0.0,-7.45,92.5,0.018,250.7,1004,"2009-01-03T01:15:00"
"03-Jan-2009","01:30",3,0.0,0.0,0.0,-7.34,93.4,0.0,259.0,1004,"2009-01-03T01:30:00"
"03-Jan-2009","01:45",3,0.0,0.0,0.0,-6.972,93.4,0.006,284.4,1004,"2009-01-03T01:45:00"
"03-Jan-2009","02:00",3,0.0,0.0,0.0,-6.897,92.6,0.025,246.0,1004,"2009-01-03T02:00:00"
"03-Jan-2009","02:15",3,0.0,0.0,0.0,-6.026,91.7,0.506,238.2,1004,"2009-01-03T02:15:00"
"03-Jan-2009","02:30",3,0.0,0.0,0.0,-5.366,88.6,0.019,240.9,1004,"2009-01-03T02:30:00"
"03-Jan-2009","02:45",3,0.0,0.0,0.0,-5.031,86.0,0.0,255.1,1004,"2009-01-03T02:45:00"
"03-Jan-2009","03:00",3,0.0,0.0,0.0,-4.977,85.1,0.225,224.4,1004,"2009-01-03T03:00:00"
"03-Jan-2009","03:15",3,0.0,0.0,0.0,-4.733,83.2,0.33,235.4,1004,"2009-01-03T03:15:00"
"03-Jan-2009","03:30",3,0.0,0.0,0.0,-4.655,82.4,1.11,249.2,1004,"2009-01-03T03:30:00"
"03-Jan-2009","03:45",3,0.0,0.0,0.0,-4.468,81.8,0.714,256.1,1004,"2009-01-03T03:45:00"
"03-Jan-2009","04:00",3,0.0,0.0,0.0,-4.413,82.4,0.546,266.0,1004,"2009-01-03T04:00:00"
"03-Jan-2009","04:15",3,0.0,0.0,0.0,-4.391,82.4,0.747,284.7,1004,"2009-01-03T04:15:00"
"03-Jan-2009","04:30",3,0.0,0.0,0.0,-4.279,81.7,1.09,288.6,1004,"2009-01-03T04:30:00"
"03-Jan-2009","04:45",3,0.0,0.0,0.0,-4.492,82.1,0.898,286.3,1005,"2009-01-03T04:45:00"
"03-Jan-2009","05:00",3,0.0,0.0,0.0,-4.718,83.0,0.557,265.4,1005,"2009-01-03T05:00:00"
"03-Jan-2009","05:15",3,0.0,0.0,0.0,-4.951,84.1,0.641,258.7,1005,"2009-01-03T05:15:00"
"03-Jan-2009","05:30",3,0.0,0.0,0.0,-4.906,84.0,0.824,285.1,1005,"2009-01-03T05:30:00"
"03-Jan-2009","05:45",3,0.0,0.0,0.0,-5.133,84.5,0.41,260.5,1005,"2009-01-03T05:45:00"
"03-Jan-2009","06:00",3,0.0,0.0,0.0,-5.229,85.2,0.366,250.5,1006,"2009-01-03T06:00:00"
"03-Jan-2009","06:15",3,0.0,0.0,0.0,-5.134,84.7,1.207,253.0,1006,"2009-01-03T06:15:00"
"03-Jan-2009","06:30",3,0.0,0.0,0.0,-5.169,84.6,1.061,257.6,1006,"2009-01-03T06:30:00"
"03-Jan-2009","06:45",3,0.0,0.0,0.0,-5.255,84.7,1.119,246.8,1006,"2009-01-03T06:45:00"
"03-Jan-2009","07:00",3,0.0,0.0,0.225,-5.303,84.9,1.249,256.4,1006,"2009-01-03T07:00:00"
"03-Jan-2009","07:15",3,0.0,0.003,4.505,-5.283,84.5,1.258,246.5,1007,"2009-01-03T07:15:00"
