Date,Time,Julian,Precip,Pyranometer,PAR,Temp,RH,Wind,WindDir,BAR
3-Jan-2016,4:15,3,0.000,0.000,0.000,0.2,66,1.25,205.7,1009
3-Jan-2016,4:30,3,0.000,0.000,0.000,0.0,66,1.16,192.4,1009
3-Jan-2016,4:45,3,0.000,0.000,0.000,-0.2,68,1.04,184.3,1008
3-Jan-2016,5:00,3,0.000,0.000,0.015,-0.3,68,1.38,212.0,1008
3-Jan-2016,5:15,3,0.000,0.000,0.000,-0.4,68,1.03,216.0,1009
3-Jan-2016,5:30,3,0.000,0.000,0.000,-0.6,69,1.13,197.0,1009
3-Jan-2016,5:45,3,0.000,0.000,0.000,-0.7,69,1.12,184.6,1008
3-Jan-2016,6:00,3,0.000,0.000,0.000,-0.8,70,1.09,192.6,1008
3-Jan-2016,6:15,3,0.000,0.000,0.000,-0.8,70,0.88,205.1,1008
3-Jan-2016,6:30,3,0.000,0.000,0.000,-0.8,70,0.79,200.6,1008
3-Jan-2016,6:45,3,0.000,0.000,0.000,-0.9,70,0.93,190.9,1008
3-Jan-2016,7:00,3,0.000,0.001,1.139,-1.1,71,0.67,199.5,1008
3-Jan-2016,7:15,3,0.000,0.004,7.340,-1.2,71,0.86,192.7,1008
3-Jan-2016,7:30,3,0.000,0.010,22.900,-1.2,71,1.23,210.4,1008
3-Jan-2016,7:45,3,0.000,0.016,43.570,-1.2,71,1.51,218.5,1008
3-Jan-2016,8:00,3,0.000,0.084,126.900,-1.1,70,1.56,213.2,1008
3-Jan-2016,8:15,3,0.000,0.179,244.100,-0.5,68,2.12,211.7,1008
3-Jan-2016,8:30,3,0.000,0.138,223.700,0.0,66,2.31,224.4,1008
3-Jan-2016,8:45,3,0.000,0.115,213.400,0.1,66,2.25,234.9,1008
3-Jan-2016,9:00,3,0.000,0.054,135.400,0.0,67,1.76,229.7,1008
3-Jan-2016,9:15,3,0.000,0.253,430.400,0.4,66,2.21,228.0,1008
3-Jan-2016,9:30,3,0.000,0.287,497.800,1.0,64,2.27,244.4,1009
3-Jan-2016,9:45,3,0.000,0.317,555.200,1.5,62,1.79,234.5,1008
3-Jan-2016,10:00,3,0.000,0.345,611.600,1.8,61,2.26,225.9,1008
3-Jan-2016,10:15,3,0.000,0.368,659.400,2.3,59,2.27,225.7,1008
3-Jan-2016,10:30,3,0.000,0.385,696.800,2.7,58,2.30,229.6,1008
3-Jan-2016,10:45,3,0.000,0.401,729.000,3.0,57,2.61,235.5,1007
3-Jan-2016,11:00,3,0.000,0.416,760.000,3.4,56,2.39,241.5,1007
3-Jan-2016,11:15,3,0.000,0.425,777.000,3.7,54,3.03,238.5,1007
3-Jan-2016,11:30,3,0.000,0.432,792.000,4.0,54,2.99,234.8,1007
3-Jan-2016,11:45,3,0.000,0.440,808.000,4.3,53,3.06,248.9,1006
3-Jan-2016,12:00,3,0.000,0.491,885.000,4.7,52,2.32,236.9,1006
3-Jan-2016,12:15,3,0.000,0.334,634.600,4.8,52,2.77,249.9,1006
3-Jan-2016,12:30,3,0.000,0.315,590.400,4.9,52,2.43,241.9,1006
3-Jan-2016,12:45,3,0.000,0.399,731.000,4.9,52,2.78,239.4,1006
3-Jan-2016,13:00,3,0.000,0.403,734.000,5.2,50,2.93,226.0,1006
3-Jan-2016,13:15,3,0.000,0.381,692.400,5.4,49,3.09,239.5,1006
3-Jan-2016,13:30,3,0.000,0.334,609.200,5.5,49,2.85,248.8,1006
3-Jan-2016,13:45,3,0.000,0.318,577.300,5.5,49,3.08,254.9,1006
3-Jan-2016,14:00,3,0.000,0.258,473.300,5.3,50,3.20,244.8,1006
3-Jan-2016,14:15,3,0.000,0.146,294.500,5.2,50,2.90,248.7,1006
3-Jan-2016,14:30,3,0.000,0.103,218.800,4.9,51,2.79,246.3,1006
3-Jan-2016,14:45,3,0.000,0.174,311.800,5.1,50,2.66,246.8,1006
3-Jan-2016,15:00,3,0.000,0.186,314.100,5.6,49,1.87,239.2,1006
3-Jan-2016,15:15,3,0.000,0.153,252.100,5.7,48,1.92,253.1,1006
3-Jan-2016,15:30,3,0.000,0.101,172.200,5.7,49,1.43,240.1,1006
3-Jan-2016,15:45,3,0.000,0.038,86.500,5.3,50,1.43,247.6,1006
3-Jan-2016,16:00,3,0.000,0.014,47.990,4.9,51,1.28,249.4,1006
3-Jan-2016,16:15,3,0.000,0.008,25.610,4.5,53,1.00,234.8,1006
3-Jan-2016,16:30,3,0.000,0.004,9.370,4.1,54,0.84,242.2,1006
3-Jan-2016,16:45,3,0.000,0.001,1.768,3.8,55,0.90,251.7,1006
3-Jan-2016,17:00,3,0.000,0.000,0.015,3.5,56,0.78,247.2,1007
3-Jan-2016,17:15,3,0.000,0.000,0.010,3.1,58,0.79,226.5,1007
3-Jan-2016,17:30,3,0.000,0.000,0.000,2.7,59,0.44,236.0,1007
3-Jan-2016,17:45,3,0.000,0.000,0.005,2.2,62,0.59,208.6,1007
3-Jan-2016,18:00,3,0.000,0.000,0.000,2.0,63,0.46,249.7,1007
3-Jan-2016,18:15,3,0.000,0.000,0.005,1.8,64,0.71,235.0,1007
3-Jan-2016,18:30,3,0.000,0.000,0.000,2.0,63,1.04,228.9,1007
3-Jan-2016,18:45,3,0.000,0.000,0.000,2.6,61,1.04,247.4,1008
3-Jan-2016,19:00,3,0.000,0.000,0.000,2.6,61,0.53,256.1,1008
3-Jan-2016,19:15,3,0.000,0.000,0.005,2.0,63,0.41,209.1,1008
3-Jan-2016,19:30,3,0.000,0.000,0.000,1.5,65,0.66,233.4,1008
3-Jan-2016,19:45,3,0.000,0.000,0.000,1.6,65,0.63,226.8,1008
3-Jan-2016,20:00,3,0.000,0.000,0.000,1.7,65,0.91,237.2,1008
3-Jan-2016,20:15,3,0.000,0.000,0.000,1.8,65,0.97,238.9,1008
3-Jan-2016,20:30,3,0.000,0.000,0.000,1.7,65,0.22,269.6,1008
3-Jan-2016,20:45,3,0.000,0.000,0.000,1.0,68,0.36,238.9,1008
3-Jan-2016,21:00,3,0.000,0.000,0.000,0.3,71,0.51,261.7,1008
3-Jan-2016,21:15,3,0.000,0.000,0.000,0.5,71,0.73,251.9,1008
3-Jan-2016,21:30,3,0.000,0.000,0.000,0.9,70,0.56,239.1,1008
3-Jan-2016,21:45,3,0.000,0.000,0.000,0.6,70,0.33,175.0,1008
3-Jan-2016,22:00,3,0.000,0.000,0.000,0.2,73,0.47,258.9,1009
3-Jan-2016,22:15,3,0.000,0.000,0.005,-0.2,74,0.29,236.7,1009
3-Jan-2016,22:30,3,0.000,0.000,0.000,-0.8,76,0.17,199.5,1008
3-Jan-2016,22:45,3,0.000,0.000,0.000,-0.8,78,0.44,234.8,1009
3-Jan-2016,23:00,3,0.000,0.000,0.000,-0.8,78,0.27,246.6,1009
3-Jan-2016,23:15,3,0.000,0.000,0.000,-1.0,79,0.11,222.3,1009
3-Jan-2016,23:30,3,0.000,0.000,0.000,-1.4,80,0.25,288.8,1009
3-Jan-2016,23:45,3,0.000,0.000,0.000,-1.6,82,0.40,160.4,1009
3-Jan-2016,0:00,3,0.000,0.000,0.000,-1.9,82,0.16,213.2,1009
4-Jan-2016,0:15,4,0.000,0.000,0.000,-1.8,84,0.42,275.1,1009
4-Jan-2016,0:30,4,0.000,0.000,0.000,-1.9,83,0.24,258.4,1009
4-Jan-2016,0:45,4,0.000,0.000,0.000,-2.6,84,0.14,234.3,1009
4-Jan-2016,1:00,4,0.000,0.000,0.000,-3.4,86,0.12,264.1,1009
4-Jan-2016,1:15,4,0.000,0.000,0.000,-3.6,89,0.33,310.1,1009
4-Jan-2016,1:30,4,0.000,0.000,0.000,-3.8,90,0.33,266.8,1009
4-Jan-2016,1:45,4,0.000,0.000,0.000,-3.9,91,0.25,292.5,1009
4-Jan-2016,2:00,4,0.000,0.000,0.000,-4.3,91,0.14,268.9,1010
4-Jan-2016,2:15,4,0.000,0.000,0.000,-4.7,91,0.00,201.9,1010
4-Jan-2016,2:30,4,0.000,0.000,0.000,-5.0,92,0.04,207.1,1010
4-Jan-2016,2:45,4,0.000,0.000,0.000,-5.0,93,0.27,237.5,1010
4-Jan-2016,3:00,4,0.000,0.000,0.000,-4.9,94,0.19,299.4,1010
4-Jan-2016,3:15,4,0.000,0.000,0.000,-5.0,94,0.20,224.5,1011
4-Jan-2016,3:30,4,0.000,0.000,0.000,-5.0,95,0.51,323.9,1011
4-Jan-2016,3:45,4,0.000,0.000,0.000,-5.2,95,0.23,238.5,1010
4-Jan-2016,4:00,4,0.000,0.000,0.000,-5.1,96,1.00,284.1,1010
4-Jan-2016,4:15,4,0.254,0.000,0.000,-3.3,90,1.73,313.6,1010
4-Jan-2016,4:30,4,0.000,0.000,0.000,-2.8,84,1.18,299.1,1011
4-Jan-2016,4:45,4,0.000,0.000,0.000,-2.6,79,1.91,316.0,1011
4-Jan-2016,5:00,4,0.000,0.000,0.000,-2.2,74,2.25,315.9,1011
4-Jan-2016,5:15,4,0.000,0.000,0.000,-2.0,73,1.85,312.7,1011
4-Jan-2016,5:30,4,0.000,0.000,0.000,-2.2,73,1.64,303.9,1012
4-Jan-2016,5:45,4,0.000,0.000,0.000,-2.3,72,1.75,301.2,1012
4-Jan-2016,6:00,4,0.000,0.000,0.000,-2.4,71,1.60,290.2,1012
4-Jan-2016,6:15,4,0.000,0.000,0.000,-2.6,71,1.55,294.0,1012
